id_calendario,id_funcionario,id_veiculo,valor_despesa,tipo_despesa,descricao,hora_compra
138,21,296,1658.10,MANUTENCAO,Reiciendis ipsum saepe officiis qui.,12:00:00
274,21,195,133.71,MANUTENCAO,Nam itaque voluptatum cumque cum.,12:00:00
227,21,306,333.95,MANUTENCAO,A expedita quae cupiditate ipsa.,12:00:00
205,21,68,388.67,MANUTENCAO,Numquam ullam deleniti itaque repudiandae ipsa.,12:00:00
80,21,314,2943.18,MANUTENCAO,Repellat reiciendis dolorem veniam eius ea maiores.,12:00:00
183,21,159,1956.54,MANUTENCAO,Eligendi reprehenderit odio vel.,12:00:00
257,21,184,3608.16,MANUTENCAO,Eius et velit veritatis odio quasi deleniti.,12:00:00
292,21,173,2873.00,MANUTENCAO,Assumenda dolore maxime numquam deserunt quibusdam.,12:00:00
216,21,224,1500.25,MANUTENCAO,Qui eos laudantium asperiores id odit et.,12:00:00
67,21,298,4368.51,MANUTENCAO,Qui a dolor vitae.,12:00:00
41,21,154,4268.19,MANUTENCAO,Vitae eum esse reprehenderit.,12:00:00
271,21,56,663.71,MANUTENCAO,Rem assumenda voluptatem.,12:00:00
268,21,146,4175.05,MANUTENCAO,Voluptas culpa impedit optio reprehenderit porro eum.,12:00:00
196,21,247,2016.25,MANUTENCAO,Dolore modi voluptate ut dolor corrupti praesentium.,12:00:00
217,21,285,2890.82,MANUTENCAO,Suscipit similique corporis.,12:00:00
305,21,61,4325.42,MANUTENCAO,Natus dolorem a laboriosam alias sit at corporis.,12:00:00
68,21,33,312.57,MANUTENCAO,Nam mollitia rem excepturi dicta explicabo commodi.,12:00:00
187,21,203,2088.26,MANUTENCAO,Quia facere omnis omnis.,12:00:00
48,21,175,2232.45,MANUTENCAO,Natus fugiat dolore expedita.,12:00:00
43,21,73,889.56,MANUTENCAO,Neque voluptates commodi perspiciatis impedit possimus.,12:00:00
205,21,307,2309.57,MANUTENCAO,Ipsum similique dolore vel consequuntur magnam cupiditate.,12:00:00
67,21,233,165.77,MANUTENCAO,Aut repellendus totam occaecati dicta quis accusantium.,12:00:00
178,21,295,582.80,MANUTENCAO,Qui maiores error possimus.,12:00:00
8,21,256,806.96,MANUTENCAO,Animi nam velit earum recusandae dignissimos.,12:00:00
22,21,15,4432.57,MANUTENCAO,Quam facere labore.,12:00:00
221,21,147,1947.37,MANUTENCAO,Eius consequuntur quae culpa et praesentium totam.,12:00:00
141,21,139,4725.20,MANUTENCAO,Praesentium commodi porro.,12:00:00
160,21,162,955.60,MANUTENCAO,Minima dolorum accusamus nesciunt hic.,12:00:00
214,21,152,4662.94,MANUTENCAO,Error enim atque voluptatibus ad debitis illo.,12:00:00
296,21,288,3545.27,MANUTENCAO,Quae quibusdam voluptatibus quae laboriosam porro fuga.,12:00:00
240,21,142,939.55,MANUTENCAO,Alias eius ut necessitatibus molestiae ad.,12:00:00
173,21,226,2957.64,MANUTENCAO,Ab deleniti eius non natus.,12:00:00
66,21,106,2582.68,MANUTENCAO,Impedit quaerat ad amet ipsum dolores maxime.,12:00:00
217,21,204,1232.95,MANUTENCAO,Voluptatibus aspernatur totam molestias numquam aut omnis.,12:00:00
260,21,210,3155.97,MANUTENCAO,Mollitia occaecati in aperiam inventore itaque magnam.,12:00:00
148,21,221,3948.47,MANUTENCAO,Mollitia voluptatibus saepe itaque ut.,12:00:00
184,21,244,915.52,MANUTENCAO,Assumenda voluptatum laudantium libero.,12:00:00
226,21,212,2522.94,MANUTENCAO,Quo repellendus repudiandae qui.,12:00:00
249,21,269,3780.36,MANUTENCAO,Sed officiis architecto necessitatibus corrupti expedita adipisci.,12:00:00
242,21,183,669.11,MANUTENCAO,Voluptatum fuga porro illo labore fugiat qui.,12:00:00
294,21,68,2305.32,MANUTENCAO,Sit eaque aliquam.,12:00:00
304,21,113,1585.28,MANUTENCAO,Eligendi velit ut ratione placeat quia.,12:00:00
133,21,282,814.26,MANUTENCAO,Explicabo rem tempore similique doloribus laudantium molestias tempore.,12:00:00
43,21,14,1510.58,MANUTENCAO,Quis quae impedit aut.,12:00:00
38,21,111,2177.35,MANUTENCAO,Eveniet praesentium quae quod soluta odit dignissimos quo.,12:00:00
236,21,262,3639.05,MANUTENCAO,Soluta quisquam nihil animi inventore corrupti labore.,12:00:00
166,21,195,4451.47,MANUTENCAO,Dicta minima provident modi iure recusandae minus soluta.,12:00:00
159,21,210,1343.28,MANUTENCAO,Quisquam quas dolorem dolor modi fugiat.,12:00:00
147,21,119,2470.38,MANUTENCAO,Magnam labore aliquid ducimus deleniti libero debitis.,12:00:00
33,21,81,241.24,MANUTENCAO,Eveniet nobis quasi autem deleniti tempora.,12:00:00
197,21,65,1542.86,MANUTENCAO,Aperiam quibusdam vitae veritatis harum dolores ab.,12:00:00
6,21,94,3052.59,MANUTENCAO,Odit nostrum dignissimos dolorem asperiores molestias.,12:00:00
279,21,214,4078.40,MANUTENCAO,Atque laboriosam minus commodi mollitia alias.,12:00:00
63,21,275,777.63,MANUTENCAO,Animi iusto consequuntur laborum ipsum mollitia.,12:00:00
163,21,315,1790.37,MANUTENCAO,Vitae rerum accusamus culpa similique iste error.,12:00:00
19,21,187,3706.05,MANUTENCAO,Autem error fugit natus molestias fugiat repellat.,12:00:00
287,21,221,1553.59,MANUTENCAO,Quod qui illum pariatur.,12:00:00
133,21,184,4952.85,MANUTENCAO,Pariatur ratione nostrum odio odit cupiditate.,12:00:00
43,21,306,131.70,MANUTENCAO,Fugiat laboriosam saepe laboriosam nam pariatur facilis.,12:00:00
187,21,156,3342.79,MANUTENCAO,Impedit dicta ipsam vitae.,12:00:00
264,21,277,528.70,MANUTENCAO,Velit nesciunt rem vel optio non nulla.,12:00:00
192,21,19,2927.58,MANUTENCAO,Ducimus tenetur commodi possimus debitis sint.,12:00:00
283,21,314,1546.04,MANUTENCAO,Optio dolore aut esse.,12:00:00
274,21,158,1299.79,MANUTENCAO,Perferendis nostrum a nisi adipisci officia.,12:00:00
162,21,223,1280.24,MANUTENCAO,Delectus nisi possimus voluptatum.,12:00:00
275,21,135,2994.82,MANUTENCAO,Ducimus sed eius quo occaecati incidunt animi.,12:00:00
210,21,143,4908.75,MANUTENCAO,Tempora corporis esse.,12:00:00
168,21,55,4373.43,MANUTENCAO,Totam delectus dolores dignissimos illo.,12:00:00
105,21,187,2586.06,MANUTENCAO,Magni deleniti laudantium vero totam quod omnis.,12:00:00
144,21,245,3188.31,MANUTENCAO,Deserunt fuga repudiandae tempora.,12:00:00
97,21,287,1824.36,MANUTENCAO,Veritatis accusamus ea earum eum.,12:00:00
39,21,114,2110.08,MANUTENCAO,Aliquam totam consequuntur temporibus in.,12:00:00
20,21,133,2796.21,MANUTENCAO,Necessitatibus repellendus eum consequuntur.,12:00:00
195,21,191,3034.94,MANUTENCAO,Veritatis iusto iusto.,12:00:00
219,21,150,4839.73,MANUTENCAO,Labore id perferendis enim unde.,12:00:00
232,21,224,2994.27,MANUTENCAO,Ex labore ratione quidem officiis.,12:00:00
217,21,87,4377.04,MANUTENCAO,Ipsa cumque laboriosam veritatis eius accusamus.,12:00:00
72,21,96,3675.19,MANUTENCAO,Corrupti omnis sapiente accusantium dolorem.,12:00:00
297,21,90,4819.31,MANUTENCAO,Harum fugiat quam voluptatibus qui minima blanditiis.,12:00:00
300,21,111,1710.10,MANUTENCAO,Nobis laboriosam quia quisquam odio.,12:00:00
133,21,315,4590.11,MANUTENCAO,Doloribus rerum doloribus exercitationem assumenda unde.,12:00:00
251,21,286,2604.92,MANUTENCAO,Voluptate sapiente minima aperiam.,12:00:00
140,21,171,1873.89,MANUTENCAO,Dicta recusandae rerum doloribus voluptate necessitatibus ad dolores.,12:00:00
127,21,275,1834.36,MANUTENCAO,Ullam a soluta sed voluptas.,12:00:00
244,21,112,4741.55,MANUTENCAO,Accusantium quae cumque reprehenderit dolor.,12:00:00
197,21,265,3406.77,MANUTENCAO,Dignissimos optio dolorem provident doloremque perspiciatis.,12:00:00
261,21,56,484.54,MANUTENCAO,Repellendus reiciendis veritatis nisi rerum cum.,12:00:00
126,21,294,1296.84,MANUTENCAO,Dolores nisi beatae aspernatur sit porro.,12:00:00
137,21,157,1618.87,MANUTENCAO,A deserunt placeat eius.,12:00:00
185,21,268,3266.41,MANUTENCAO,Fugit voluptatibus illum quod nobis.,12:00:00
225,21,18,235.61,MANUTENCAO,Praesentium maiores voluptatem temporibus itaque incidunt repellendus.,12:00:00
311,21,178,1808.59,MANUTENCAO,Atque corporis illum ipsa nesciunt.,12:00:00
260,21,76,1124.10,MANUTENCAO,Laborum ducimus quos ipsam consectetur saepe aperiam voluptates.,12:00:00
4,21,87,2602.17,MANUTENCAO,Nulla in exercitationem veniam ut illum.,12:00:00
163,21,205,4379.84,MANUTENCAO,Eos magnam asperiores ullam dolores.,12:00:00
292,21,255,1638.01,MANUTENCAO,Fugiat non ut minima perspiciatis laborum.,12:00:00
293,21,56,1155.88,MANUTENCAO,Nesciunt enim ipsa incidunt sed molestias.,12:00:00
185,21,48,3525.30,MANUTENCAO,Quas velit beatae quaerat minus magnam magni blanditiis.,12:00:00
75,21,315,2527.18,MANUTENCAO,Reprehenderit commodi in dignissimos laborum omnis necessitatibus in.,12:00:00
257,21,259,2980.87,MANUTENCAO,Ea id id sit.,12:00:00
25,21,221,2066.44,MANUTENCAO,Non quos molestiae maxime.,12:00:00
84,21,142,4540.52,MANUTENCAO,Iure quibusdam dolorem repellat reprehenderit.,12:00:00
246,21,131,1881.63,MANUTENCAO,Delectus est eligendi.,12:00:00
211,21,286,624.04,MANUTENCAO,Aut quibusdam quod.,12:00:00
120,21,291,1715.46,MANUTENCAO,Laudantium consequatur aut modi ipsum vero.,12:00:00
122,21,324,4688.81,MANUTENCAO,Iusto doloremque adipisci alias.,12:00:00
207,21,312,606.83,MANUTENCAO,Dolorem in ut commodi vitae quae fugiat.,12:00:00
281,21,158,2363.94,MANUTENCAO,Tempora temporibus eius sint incidunt necessitatibus aut quae.,12:00:00
70,21,71,2932.91,MANUTENCAO,Harum eius nam minima fuga.,12:00:00
200,21,183,709.78,MANUTENCAO,Tenetur possimus dolore perferendis.,12:00:00
309,21,16,2889.19,MANUTENCAO,Officia tenetur ipsum unde.,12:00:00
266,21,185,1198.02,MANUTENCAO,Unde consectetur dolor odit totam.,12:00:00
281,21,256,4261.16,MANUTENCAO,Quasi quis earum laboriosam non illo facilis.,12:00:00
189,21,273,3019.62,MANUTENCAO,Laudantium sunt ratione.,12:00:00
83,21,91,2897.85,MANUTENCAO,Mollitia quasi atque consequuntur ut tempora deleniti.,12:00:00
59,21,27,3052.10,MANUTENCAO,Voluptas autem nam corporis quibusdam.,12:00:00
223,21,84,987.53,MANUTENCAO,Blanditiis eaque illum adipisci.,12:00:00
299,21,86,2583.43,MANUTENCAO,Voluptatum eos soluta iste molestiae officiis aperiam.,12:00:00
77,21,328,3326.44,MANUTENCAO,Ipsa aut asperiores ducimus pariatur.,12:00:00
306,21,21,3254.24,MANUTENCAO,Porro impedit quisquam pariatur.,12:00:00
20,21,309,1367.55,MANUTENCAO,Aliquam suscipit accusantium aut repellendus.,12:00:00
266,21,194,4526.36,MANUTENCAO,Dolor ipsam doloremque.,12:00:00
53,21,321,2402.24,MANUTENCAO,Magni architecto similique voluptatibus.,12:00:00
148,21,167,293.65,MANUTENCAO,Ipsa velit sed neque temporibus.,12:00:00
306,21,308,4726.06,MANUTENCAO,Veritatis deleniti labore a.,12:00:00
29,21,196,1116.24,MANUTENCAO,Quibusdam facilis ullam occaecati.,12:00:00
284,21,188,215.88,MANUTENCAO,Dicta suscipit maiores amet quisquam quis necessitatibus.,12:00:00
252,21,325,1591.55,MANUTENCAO,Reiciendis distinctio harum.,12:00:00
174,21,280,1652.56,MANUTENCAO,Totam neque voluptate error.,12:00:00
270,21,338,4628.03,MANUTENCAO,Culpa sit magnam aliquid rerum reiciendis officiis itaque.,12:00:00
113,21,210,3382.62,MANUTENCAO,Veniam excepturi sunt voluptatum.,12:00:00
78,21,170,4886.49,MANUTENCAO,Dicta minus ex fugit ratione deleniti.,12:00:00
255,21,11,3310.16,MANUTENCAO,Excepturi molestiae quo.,12:00:00
25,21,136,2878.67,MANUTENCAO,Unde ad praesentium laboriosam dolorum quibusdam ex.,12:00:00
165,21,298,2581.76,MANUTENCAO,In expedita dolores architecto illum magnam qui.,12:00:00
67,21,321,3349.73,MANUTENCAO,Totam laboriosam corrupti molestias porro quas dolore consectetur.,12:00:00
76,21,316,1061.14,MANUTENCAO,Amet nobis deserunt ab quas dolore quisquam.,12:00:00
220,21,139,3905.48,MANUTENCAO,Error id molestias.,12:00:00
52,21,133,3793.46,MANUTENCAO,Architecto eligendi blanditiis ea consequatur quis distinctio.,12:00:00
253,21,240,1428.13,MANUTENCAO,Deserunt magni distinctio pariatur quaerat libero maxime.,12:00:00
98,21,177,4825.31,MANUTENCAO,Rerum exercitationem doloribus at unde ea nisi dicta.,12:00:00
231,21,333,319.77,MANUTENCAO,Autem alias suscipit totam eum commodi eum.,12:00:00
109,21,267,728.52,MANUTENCAO,Recusandae aperiam nobis saepe eum facilis.,12:00:00
111,21,264,4660.75,MANUTENCAO,Quas inventore asperiores.,12:00:00
175,21,308,4326.67,MANUTENCAO,Consectetur excepturi doloremque nisi.,12:00:00
183,21,258,1547.11,MANUTENCAO,Voluptatum exercitationem commodi eum debitis repellat nam.,12:00:00
208,21,352,2985.31,MANUTENCAO,Adipisci assumenda ex possimus unde repellat nostrum.,12:00:00
79,21,104,3446.09,MANUTENCAO,Ut animi aliquam pariatur.,12:00:00
45,21,38,2845.93,MANUTENCAO,Nihil suscipit illo quia culpa dolorum laborum laborum.,12:00:00
251,21,65,2936.29,MANUTENCAO,Delectus quis recusandae perferendis.,12:00:00
40,21,304,1223.62,MANUTENCAO,Reiciendis quibusdam minima.,12:00:00
194,21,320,3745.96,MANUTENCAO,Alias explicabo ea aliquam beatae.,12:00:00
253,21,50,2672.85,MANUTENCAO,Aperiam quas iste ullam saepe.,12:00:00
169,21,248,2781.41,MANUTENCAO,Fugiat numquam earum consequuntur corrupti nesciunt fugiat.,12:00:00
78,21,172,481.11,MANUTENCAO,Explicabo facere tempora.,12:00:00
229,21,161,566.50,MANUTENCAO,Hic labore accusamus iste qui quaerat.,12:00:00
34,21,46,4282.82,MANUTENCAO,Dolorum quasi accusamus nihil consequatur architecto.,12:00:00
66,21,243,1099.75,MANUTENCAO,Repellendus autem repellendus adipisci.,12:00:00
286,21,179,716.31,MANUTENCAO,Totam nihil recusandae quaerat facilis impedit.,12:00:00
183,21,261,1911.38,MANUTENCAO,Odio facere beatae at vero quibusdam.,12:00:00
199,21,203,4369.87,MANUTENCAO,Ratione suscipit amet mollitia.,12:00:00
115,21,262,2864.80,MANUTENCAO,Labore quo sint itaque.,12:00:00
87,21,106,352.89,MANUTENCAO,Laudantium nulla eum.,12:00:00
14,21,292,1003.65,MANUTENCAO,Occaecati reiciendis corrupti qui iusto velit blanditiis.,12:00:00
251,21,109,3648.16,MANUTENCAO,Libero assumenda optio dicta dignissimos.,12:00:00
195,21,117,2101.72,MANUTENCAO,Nostrum culpa enim quasi repellendus reiciendis ipsam.,12:00:00
60,21,124,1459.06,MANUTENCAO,Corporis repudiandae perferendis maxime fuga perferendis minus sint.,12:00:00
142,21,249,3737.89,MANUTENCAO,Occaecati atque placeat.,12:00:00
183,21,41,3341.49,MANUTENCAO,Molestias dicta qui dolore.,12:00:00
142,21,294,3370.49,MANUTENCAO,Quas veritatis nulla sunt architecto dolor.,12:00:00
57,21,211,1222.92,MANUTENCAO,Optio maxime voluptas veniam perferendis hic architecto.,12:00:00
215,21,275,1808.67,MANUTENCAO,Cum fugiat laudantium tempore iste.,12:00:00
218,21,334,3670.70,MANUTENCAO,Aliquam quidem explicabo voluptates.,12:00:00
168,21,337,2797.91,MANUTENCAO,Molestias ab quas neque ex ab.,12:00:00
300,21,194,3396.24,MANUTENCAO,Facere aperiam doloremque temporibus beatae modi.,12:00:00
29,21,272,3723.03,MANUTENCAO,In saepe ipsa aliquid provident in rem.,12:00:00
149,21,97,4187.94,MANUTENCAO,Incidunt debitis explicabo similique deserunt corporis beatae.,12:00:00
80,21,326,2915.33,MANUTENCAO,Suscipit error dolorum provident dolor.,12:00:00
82,21,268,2400.71,MANUTENCAO,Illo porro illo libero blanditiis.,12:00:00
158,21,155,4604.77,MANUTENCAO,Nisi dicta soluta debitis cumque accusamus fugit.,12:00:00
301,21,170,4494.70,MANUTENCAO,Eveniet quisquam sapiente illo repellendus et.,12:00:00
20,21,29,4454.25,MANUTENCAO,Aperiam ad ex.,12:00:00
89,21,214,3953.54,MANUTENCAO,Rem deleniti voluptatum dolorem a odio.,12:00:00
2,21,90,3316.85,MANUTENCAO,Quam libero inventore nostrum esse iste laborum.,12:00:00
257,21,268,466.93,MANUTENCAO,Nobis fugit deleniti aspernatur asperiores incidunt.,12:00:00
22,21,285,2236.33,MANUTENCAO,Doloribus necessitatibus accusamus mollitia soluta eligendi libero.,12:00:00
216,21,350,1609.35,MANUTENCAO,Vitae maxime esse eum adipisci necessitatibus.,12:00:00
149,21,229,891.72,MANUTENCAO,Quas eius a omnis autem.,12:00:00
132,21,46,4366.50,MANUTENCAO,Dolorum magnam sapiente.,12:00:00
108,21,329,1379.38,MANUTENCAO,Officia assumenda voluptates veniam eveniet odit fugiat laborum.,12:00:00
26,21,329,2687.07,MANUTENCAO,Error possimus molestiae harum at aliquam voluptates.,12:00:00
269,21,297,404.07,MANUTENCAO,In repellat molestias dolore ullam laboriosam consectetur.,12:00:00
23,21,119,2347.32,MANUTENCAO,Occaecati amet optio culpa.,12:00:00
24,21,359,4952.98,MANUTENCAO,Architecto voluptatum saepe dolores sed quibusdam consectetur animi.,12:00:00
225,21,109,2161.49,MANUTENCAO,Sint cum in itaque.,12:00:00
260,21,237,2338.79,MANUTENCAO,Voluptatem voluptas voluptatibus cum deleniti porro.,12:00:00
143,21,136,4373.30,MANUTENCAO,Minus velit eos voluptas.,12:00:00
67,21,235,432.38,MANUTENCAO,Atque voluptas corrupti aliquid vero.,12:00:00
193,21,359,2101.06,MANUTENCAO,Nisi inventore incidunt ea.,12:00:00
296,21,359,1409.20,MANUTENCAO,Ea officia harum quibusdam dolor.,12:00:00
258,21,99,3031.09,MANUTENCAO,Doloremque repudiandae repudiandae nisi consequatur.,12:00:00
107,21,41,4039.46,MANUTENCAO,Nisi asperiores modi aliquam.,12:00:00
26,21,365,597.79,MANUTENCAO,Autem neque id maiores.,12:00:00
110,21,71,2104.18,MANUTENCAO,Nesciunt perferendis numquam minima esse.,12:00:00
207,21,60,3186.82,MANUTENCAO,Omnis quaerat ipsa eveniet accusantium vitae.,12:00:00
59,21,260,2741.98,MANUTENCAO,Harum voluptates suscipit unde illo officiis delectus.,12:00:00
311,21,173,2092.50,MANUTENCAO,Amet ea minima dolore quo quod quod.,12:00:00
150,21,106,4525.34,MANUTENCAO,Officiis tenetur fugiat illo ab veniam nesciunt.,12:00:00
87,21,71,3416.80,MANUTENCAO,Perspiciatis molestiae atque culpa.,12:00:00
50,21,222,2175.90,MANUTENCAO,Ab mollitia ab quibusdam porro.,12:00:00
107,21,58,1976.26,MANUTENCAO,Fugit impedit odit officia corrupti suscipit.,12:00:00
12,21,185,4662.70,MANUTENCAO,At cum minus quae.,12:00:00
54,21,88,418.92,MANUTENCAO,Officia atque saepe porro fugit iste id.,12:00:00
6,21,260,1863.67,MANUTENCAO,Molestias expedita ut distinctio atque.,12:00:00
119,21,320,1411.41,MANUTENCAO,Similique alias ea officiis officia dolore maxime saepe.,12:00:00
229,21,220,4330.30,MANUTENCAO,Officia quis porro neque quisquam.,12:00:00
77,21,163,3468.35,MANUTENCAO,Aspernatur rerum illo a dicta nam consequuntur.,12:00:00
54,21,386,168.65,MANUTENCAO,Esse rem odio quidem deleniti adipisci.,12:00:00
36,21,163,4992.83,MANUTENCAO,Expedita aliquid necessitatibus dolores ad saepe.,12:00:00
232,21,74,3207.21,MANUTENCAO,Pariatur ipsum velit provident quasi occaecati.,12:00:00
235,21,216,1983.24,MANUTENCAO,Qui magnam repudiandae itaque.,12:00:00
160,21,339,4913.16,MANUTENCAO,Atque occaecati ratione minus voluptatum nemo.,12:00:00
244,21,84,909.14,MANUTENCAO,Alias exercitationem vero neque consectetur enim nostrum.,12:00:00
74,21,181,352.40,MANUTENCAO,Fuga eum nesciunt corporis nemo temporibus.,12:00:00
99,21,369,3532.74,MANUTENCAO,Sit harum illum quidem.,12:00:00
79,21,125,1782.76,MANUTENCAO,Blanditiis fugiat magnam neque iure.,12:00:00
105,21,341,4392.36,MANUTENCAO,Facere repellendus dolore vel minima assumenda cumque.,12:00:00
174,21,216,1061.05,MANUTENCAO,Sapiente itaque at eos aut consequatur natus similique.,12:00:00
90,21,256,994.09,MANUTENCAO,Blanditiis alias dignissimos tempora nam incidunt.,12:00:00
288,21,197,242.28,MANUTENCAO,Quo laudantium earum repellat eligendi sit.,12:00:00
39,21,242,1152.33,MANUTENCAO,Placeat voluptatum recusandae veniam tempora accusantium.,12:00:00
193,21,110,1186.77,MANUTENCAO,Ad cumque voluptates voluptatibus atque.,12:00:00
251,21,253,2192.14,MANUTENCAO,Nulla delectus ipsam praesentium mollitia.,12:00:00
76,21,247,1347.83,MANUTENCAO,Laboriosam explicabo quo numquam quaerat aspernatur et.,12:00:00
70,21,162,361.52,MANUTENCAO,Veniam nisi harum odio tempore adipisci.,12:00:00
233,21,314,3596.52,MANUTENCAO,Cum vero a dolor laborum necessitatibus.,12:00:00
216,21,153,2613.32,MANUTENCAO,Natus dolorem repellat.,12:00:00
104,21,150,2641.99,MANUTENCAO,Dignissimos aspernatur quia error delectus.,12:00:00
20,21,200,2537.89,MANUTENCAO,Enim odit eveniet repellendus voluptatum enim.,12:00:00
195,21,285,4467.11,MANUTENCAO,Explicabo provident dignissimos culpa.,12:00:00
229,21,337,244.54,MANUTENCAO,Voluptate velit quisquam eveniet repellat aliquam debitis.,12:00:00
200,21,263,1435.19,MANUTENCAO,Illum cupiditate ea quis nulla placeat.,12:00:00
68,21,30,4990.95,MANUTENCAO,Quidem illo beatae eum quia eveniet omnis.,12:00:00
98,21,102,1130.77,MANUTENCAO,Quasi repudiandae aperiam ut.,12:00:00
6,21,122,2730.33,MANUTENCAO,Quo maxime adipisci tenetur impedit consequatur quia.,12:00:00
152,21,312,168.04,MANUTENCAO,Excepturi voluptatum rerum temporibus nemo rem doloremque.,12:00:00
197,21,261,3596.53,MANUTENCAO,Assumenda enim voluptate alias.,12:00:00
112,21,297,932.85,MANUTENCAO,Reprehenderit sunt mollitia tempore.,12:00:00
100,21,293,1358.69,MANUTENCAO,Autem nisi odit eos.,12:00:00
66,21,134,3820.25,MANUTENCAO,Voluptatum incidunt cumque.,12:00:00
119,21,30,3611.59,MANUTENCAO,Quae qui cumque optio modi laudantium aspernatur.,12:00:00
56,21,394,4472.85,MANUTENCAO,Unde soluta explicabo accusantium debitis error.,12:00:00
18,21,254,4836.29,MANUTENCAO,Magni molestias eos ipsa.,12:00:00
46,21,101,3130.66,MANUTENCAO,Ipsum similique voluptates.,12:00:00
1,21,257,4326.19,MANUTENCAO,Dolores dignissimos tenetur quidem a.,12:00:00
117,21,20,864.80,MANUTENCAO,Ipsum porro possimus.,12:00:00
184,21,30,1424.77,MANUTENCAO,Dolorum quasi optio rerum.,12:00:00
234,21,103,4250.05,MANUTENCAO,Dignissimos dolorem autem sunt neque adipisci.,12:00:00
241,21,26,996.65,MANUTENCAO,Delectus sequi nemo laborum.,12:00:00
307,21,288,1920.89,MANUTENCAO,Pariatur aliquid porro facilis.,12:00:00
168,21,46,2803.84,MANUTENCAO,Sint suscipit necessitatibus eos qui.,12:00:00
189,21,274,151.74,MANUTENCAO,Facilis velit quos quos porro molestias est.,12:00:00
45,21,35,394.21,MANUTENCAO,Blanditiis accusantium eum fuga molestias autem iusto nisi.,12:00:00
11,21,180,1936.15,MANUTENCAO,Quos rem cumque eaque.,12:00:00
156,21,178,3917.59,MANUTENCAO,Quasi dolorem quisquam.,12:00:00
241,21,149,1818.61,MANUTENCAO,Quam consequatur explicabo provident illo modi facilis assumenda.,12:00:00
96,21,96,2096.87,MANUTENCAO,Deleniti nulla eligendi quaerat earum similique numquam.,12:00:00
46,21,336,425.44,MANUTENCAO,At suscipit eveniet nesciunt ipsam.,12:00:00
13,21,196,969.51,MANUTENCAO,Atque accusantium reiciendis.,12:00:00
57,21,17,2985.22,MANUTENCAO,Corporis explicabo harum suscipit.,12:00:00
76,21,371,4957.60,MANUTENCAO,Doloribus dignissimos consectetur vitae.,12:00:00
190,21,168,2648.12,MANUTENCAO,Modi occaecati officia tempore consequuntur voluptates dolorem.,12:00:00
141,21,256,4756.65,MANUTENCAO,Facere voluptatem officiis quam quasi neque.,12:00:00
72,21,158,697.44,MANUTENCAO,Dolorum saepe voluptatibus voluptate hic autem.,12:00:00
285,21,328,542.95,MANUTENCAO,Libero dolores incidunt.,12:00:00
39,21,143,404.13,MANUTENCAO,Eos earum fuga incidunt voluptates.,12:00:00
175,21,163,3492.52,MANUTENCAO,Magnam magni eos harum natus necessitatibus.,12:00:00
66,21,132,2039.46,MANUTENCAO,Quod voluptate iste tenetur perspiciatis.,12:00:00
276,21,54,906.13,MANUTENCAO,Quaerat quae ullam tempora deleniti.,12:00:00
288,21,373,4607.02,MANUTENCAO,Occaecati numquam ea vitae enim sint qui.,12:00:00
211,21,226,1239.04,MANUTENCAO,Quidem aliquid minima suscipit.,12:00:00
232,21,88,522.11,MANUTENCAO,Odio eligendi quae.,12:00:00
244,21,232,275.33,MANUTENCAO,Quasi fugiat illo magnam natus.,12:00:00
135,21,238,852.77,MANUTENCAO,Reprehenderit delectus libero laudantium maiores.,12:00:00
42,21,89,3858.13,MANUTENCAO,Quae quo tempora rem animi modi culpa.,12:00:00
217,21,59,4599.44,MANUTENCAO,Culpa vitae consequuntur ipsa.,12:00:00
256,21,254,4784.39,MANUTENCAO,Natus sint harum velit.,12:00:00
62,21,274,2767.06,MANUTENCAO,Dignissimos atque vel consectetur sunt.,12:00:00
272,21,148,1951.07,MANUTENCAO,Sunt quasi dolorum praesentium aliquam.,12:00:00
68,21,27,1184.19,MANUTENCAO,Aut harum suscipit aperiam fugit cupiditate aliquid occaecati.,12:00:00
305,21,351,4780.85,MANUTENCAO,Labore eligendi architecto magnam culpa earum totam quae.,12:00:00
161,21,305,713.32,MANUTENCAO,Illum est aperiam laborum dignissimos saepe.,12:00:00
139,21,327,1981.28,MANUTENCAO,Quasi veritatis labore.,12:00:00
16,21,112,3710.31,MANUTENCAO,Nesciunt delectus corporis ut laudantium.,12:00:00
53,21,389,4512.17,MANUTENCAO,Eveniet cumque perferendis quasi voluptatum.,12:00:00
139,21,52,3787.56,MANUTENCAO,Eum impedit mollitia quis autem.,12:00:00
66,21,336,4240.90,MANUTENCAO,Explicabo similique animi beatae harum a possimus.,12:00:00
160,21,276,1698.10,MANUTENCAO,Veniam eveniet nisi eum.,12:00:00
298,21,331,4726.30,MANUTENCAO,Placeat magni possimus magni harum laudantium et asperiores.,12:00:00
261,21,146,3360.83,MANUTENCAO,Placeat fuga sint odio eveniet aliquid accusamus.,12:00:00
126,21,37,2177.29,MANUTENCAO,Quidem omnis aliquid ipsa deleniti nostrum.,12:00:00
312,21,406,641.79,MANUTENCAO,Provident doloribus adipisci delectus a.,12:00:00
166,21,55,4360.66,MANUTENCAO,Aliquid vitae tenetur occaecati omnis voluptate.,12:00:00
214,21,353,2248.84,MANUTENCAO,Omnis ducimus vero earum.,12:00:00
76,21,105,1945.93,MANUTENCAO,Voluptate unde corporis qui quis.,12:00:00
25,21,223,2510.52,MANUTENCAO,Quasi architecto voluptates cum.,12:00:00
